Zipcode,Population Total,Bachelor population,Master population,Professional school degree population,Doctorate degree population
ZCTA5 24167,272,0,0,0,0
ZCTA5 24168,140,19,12,0,7
ZCTA5 24171,6229,430,290,19,11
ZCTA5 24174,1905,177,34,0,0
ZCTA5 24175,6407,1189,441,68,94
ZCTA5 24176,1262,186,145,9,52
ZCTA5 24179,13180,1873,552,57,57
ZCTA5 24184,3542,513,233,84,16
ZCTA5 24185,693,98,22,0,0
ZCTA5 24201,11902,1920,643,115,140
ZCTA5 24202,8722,1148,404,88,119
ZCTA5 24210,12583,1771,884,341,133
ZCTA5 24211,7642,1525,682,203,84
ZCTA5 24216,1783,149,74,14,8
ZCTA5 24217,272,28,9,26,0
ZCTA5 24219,8421,903,295,97,100
ZCTA5 24220,358,64,7,0,0
ZCTA5 24221,493,22,0,0,0
ZCTA5 24224,4592,326,77,0,0
ZCTA5 24225,1385,46,27,0,0
ZCTA5 24226,1109,83,4,1,0
ZCTA5 24228,4978,378,210,19,7
ZCTA5 24230,6168,302,159,59,18
ZCTA5 24236,2281,291,89,6,13
ZCTA5 24237,765,26,10,0,0
ZCTA5 24239,192,0,0,0,0
ZCTA5 24243,1580,183,75,23,0
ZCTA5 24244,4681,318,25,0,0
ZCTA5 24245,681,45,45,22,0
ZCTA5 24246,380,0,0,0,0
ZCTA5 24248,2140,164,16,0,0
ZCTA5 24250,987,61,8,8,0
ZCTA5 24251,6157,475,173,42,47
ZCTA5 24256,2487,144,101,0,0
ZCTA5 24258,1340,175,69,0,10
ZCTA5 24260,4346,160,82,0,0
ZCTA5 24263,4576,393,299,22,68
ZCTA5 24265,461,13,10,0,0
ZCTA5 24266,6525,751,416,12,94
ZCTA5 24269,233,12,0,0,0
ZCTA5 24270,559,62,17,0,0
ZCTA5 24271,1819,188,40,24,0
ZCTA5 24272,363,31,23,10,10
ZCTA5 24273,4507,436,129,2,23
ZCTA5 24277,4960,271,139,17,27
ZCTA5 24279,3957,222,106,0,15
ZCTA5 24280,509,74,11,18,0
ZCTA5 24281,1987,176,4,8,44
ZCTA5 24282,474,12,9,0,0
ZCTA5 24283,1461,220,52,0,9
ZCTA5 24290,1501,157,64,24,0
ZCTA5 24292,410,0,0,0,0
ZCTA5 24293,6443,794,329,117,81
ZCTA5 24301,10069,929,389,73,46
ZCTA5 24311,1508,39,28,6,5
ZCTA5 24312,1546,99,73,0,0
ZCTA5 24313,555,45,0,0,0
ZCTA5 24314,1249,172,50,0,37
ZCTA5 24315,2840,283,52,0,0
ZCTA5 24316,17,0,0,0,0
ZCTA5 24317,2941,320,37,13,22
ZCTA5 24318,628,55,17,0,25
ZCTA5 24319,5005,521,201,12,2
ZCTA5 24322,145,0,5,0,0
ZCTA5 24323,479,0,15,0,12
ZCTA5 24324,1449,301,98,14,0
ZCTA5 24325,703,93,15,0,0
ZCTA5 24326,849,84,58,7,0
ZCTA5 24328,1235,242,53,6,0
ZCTA5 24330,2479,95,34,2,23
ZCTA5 24333,12833,1206,327,77,82
ZCTA5 24340,3933,585,139,24,8
ZCTA5 24343,6563,709,221,33,20
ZCTA5 24347,1162,34,71,27,0
ZCTA5 24348,2999,272,41,0,34
ZCTA5 24350,830,14,47,0,7
ZCTA5 24351,530,16,8,16,0
ZCTA5 24352,754,32,60,0,0
ZCTA5 24354,11067,1076,525,115,71
ZCTA5 24360,4424,386,226,0,29
ZCTA5 24361,3650,314,180,21,74
ZCTA5 24363,1147,102,45,3,9
ZCTA5 24366,386,82,12,0,7
ZCTA5 24368,3680,346,150,28,32
ZCTA5 24370,4284,389,262,0,17
ZCTA5 24374,605,30,13,0,0
ZCTA5 24375,955,104,23,0,20
ZCTA5 24377,183,13,0,8,0
ZCTA5 24378,940,83,30,1,0
ZCTA5 24380,1802,143,24,11,0
ZCTA5 24381,3095,238,76,0,5
ZCTA5 24382,10495,1253,549,107,94
ZCTA5 24401,25388,4599,1876,487,325
ZCTA5 24411,113,0,0,0,0
ZCTA5 24412,66,16,13,0,0
ZCTA5 24413,96,6,6,0,0
ZCTA5 24415,90,54,13,0,0
ZCTA5 24416,5495,564,180,42,43
ZCTA5 24421,2817,479,109,0,9
ZCTA5 24422,4634,491,164,63,38
ZCTA5 24426,10104,794,410,44,81
ZCTA5 24430,3359,84,37,4,4
ZCTA5 24431,1578,101,54,0,0
ZCTA5 24432,244,43,7,0,0
ZCTA5 24433,60,0,0,0,0
ZCTA5 24435,1575,294,229,40,14
ZCTA5 24437,923,237,109,14,51
ZCTA5 24439,945,24,25,0,7
ZCTA5 24440,2225,262,24,88,25
ZCTA5 24441,4722,317,79,33,16
ZCTA5 24442,108,20,0,0,0
ZCTA5 24445,1741,137,65,13,0
ZCTA5 24448,258,32,7,0,0
ZCTA5 24450,9501,1734,886,484,431
ZCTA5 24457,112,11,0,0,0
ZCTA5 24458,353,20,20,0,0
ZCTA5 24459,448,37,12,25,11
ZCTA5 24460,1183,268,105,18,0
ZCTA5 24464,187,59,0,0,0
ZCTA5 24465,1125,208,76,7,18
ZCTA5 24467,1448,349,108,0,0
ZCTA5 24471,1032,181,31,37,0
ZCTA5 24472,1573,219,73,0,16
ZCTA5 24473,539,81,36,7,11
ZCTA5 24474,313,23,19,0,0
ZCTA5 24476,212,70,0,0,0
ZCTA5 24477,7113,917,351,75,46
ZCTA5 24479,926,129,107,0,20
ZCTA5 24482,3231,356,209,0,23
ZCTA5 24483,459,48,0,0,0
ZCTA5 24484,743,18,70,60,0
ZCTA5 24485,125,11,0,0,0
ZCTA5 24486,2571,457,268,15,0
ZCTA5 24487,221,46,0,0,0
ZCTA5 24501,15035,2077,824,60,119
ZCTA5 24502,24931,4908,2072,250,430
ZCTA5 24503,13288,3988,1799,864,538
ZCTA5 24504,6744,726,280,72,77
ZCTA5 24517,4043,405,147,31,0
ZCTA5 24520,1546,154,140,0,0
ZCTA5 24521,7985,1040,427,10,31
ZCTA5 24522,6971,802,361,90,84
ZCTA5 24523,13820,1668,851,138,4
ZCTA5 24526,849,114,62,18,4
ZCTA5 24527,2099,105,51,17,5
ZCTA5 24528,2437,193,112,0,0
ZCTA5 24529,1263,119,15,6,0
ZCTA5 24530,1021,85,38,0,0
ZCTA5 24531,6486,737,269,112,25
ZCTA5 24534,1158,26,11,22,0
ZCTA5 24536,180,10,0,0,0
ZCTA5 24538,3303,221,91,17,51
ZCTA5 24539,121,7,8,0,0
ZCTA5 24540,22296,2423,903,164,73
ZCTA5 24541,19385,2324,1047,320,236
ZCTA5 24549,2936,297,97,17,11
ZCTA5 24550,5503,677,187,23,138
ZCTA5 24551,15542,4205,1761,399,425
ZCTA5 24553,1380,40,41,0,0
ZCTA5 24554,2830,307,124,84,13
ZCTA5 24555,1791,132,86,4,14
ZCTA5 24556,2437,491,173,73,13
ZCTA5 24557,5488,396,156,16,0
ZCTA5 24558,5030,593,289,69,40
ZCTA5 24562,222,20,0,0,0
ZCTA5 24563,4198,391,81,20,0
ZCTA5 24565,801,59,8,0,0
ZCTA5 24566,838,46,25,12,0
ZCTA5 24569,729,41,0,0,7
ZCTA5 24570,11,11,0,0,0
ZCTA5 24571,1398,178,61,5,0
ZCTA5 24572,10903,1409,525,22,40
ZCTA5 24574,3020,255,202,23,41
ZCTA5 24577,3593,271,119,32,13
ZCTA5 24578,693,127,88,0,0
ZCTA5 24579,1189,93,0,0,0
ZCTA5 24580,397,59,12,0,16
ZCTA5 24581,0,0,0,0,0
ZCTA5 24586,4060,379,156,16,33
ZCTA5 24588,6101,563,325,71,19
ZCTA5 24589,1522,84,34,0,0
ZCTA5 24590,5927,551,255,82,71
ZCTA5 24592,9876,1157,341,59,26
ZCTA5 24593,1386,110,38,0,0
ZCTA5 24594,974,63,0,8,39
ZCTA5 24595,61,0,0,0,13
ZCTA5 24597,862,119,33,17,0
ZCTA5 24598,1357,98,63,23,0
ZCTA5 24599,611,37,35,0,0
ZCTA5 24601,50,0,0,0,0
ZCTA5 24602,769,44,20,0,0
ZCTA5 24603,659,9,19,0,0
ZCTA5 24604,282,0,0,0,0
ZCTA5 24605,6925,877,199,170,23
ZCTA5 24606,137,10,0,0,0
ZCTA5 24607,278,21,6,0,0
ZCTA5 24609,5334,316,252,8,8
ZCTA5 24612,158,0,0,0,0
ZCTA5 24613,357,50,13,8,0
ZCTA5 24614,5827,570,153,67,35
ZCTA5 24620,2188,64,82,0,8
ZCTA5 24622,661,25,29,0,0
ZCTA5 24628,290,0,10,0,0
ZCTA5 24630,4833,234,80,51,14
ZCTA5 24631,1955,192,30,0,0
ZCTA5 24634,408,38,11,0,0
ZCTA5 24635,1104,30,9,1,2
ZCTA5 24637,2718,231,30,59,70
ZCTA5 24639,2276,78,39,0,3
ZCTA5 24641,4079,356,126,15,54
ZCTA5 24646,539,7,24,0,0
ZCTA5 24649,2237,154,49,0,10
ZCTA5 24651,4168,548,340,69,30
ZCTA5 24656,2440,98,13,3,6
ZCTA5 24657,373,50,4,0,0
ZCTA5 24701,14710,1870,511,129,39
ZCTA5 24712,955,122,150,34,52
ZCTA5 24714,78,0,0,0,0
ZCTA5 24715,306,37,7,4,0
ZCTA5 24716,375,0,17,0,0
ZCTA5 24719,127,0,0,0,0
ZCTA5 24724,34,5,0,0,0
ZCTA5 24726,215,0,19,0,0
ZCTA5 24729,139,0,0,0,0
ZCTA5 24731,267,27,21,0,0
ZCTA5 24733,482,59,0,0,0
ZCTA5 24736,405,13,0,0,0
ZCTA5 24737,53,0,0,0,0
ZCTA5 24738,152,19,6,0,0
ZCTA5 24740,22202,2916,947,471,138
ZCTA5 24747,2002,103,27,9,14
ZCTA5 24801,3503,154,92,25,0
ZCTA5 24808,458,21,4,0,4
ZCTA5 24811,434,26,0,0,0
ZCTA5 24813,343,10,0,0,0
ZCTA5 24815,480,0,13,0,0
ZCTA5 24816,173,0,0,0,0
ZCTA5 24817,511,17,0,2,0
ZCTA5 24818,644,22,8,0,0
ZCTA5 24822,467,25,0,0,0
ZCTA5 24823,326,0,0,0,0
ZCTA5 24826,57,0,0,0,0
ZCTA5 24827,1235,18,0,27,0
ZCTA5 24828,603,15,2,0,0
ZCTA5 24830,72,5,0,0,0
ZCTA5 24831,128,0,6,0,0
ZCTA5 24834,224,0,0,0,0
ZCTA5 24836,440,39,7,0,4
ZCTA5 24839,1017,0,18,0,0
ZCTA5 24843,75,11,0,0,0
ZCTA5 24844,1518,13,17,0,0
ZCTA5 24845,208,0,0,0,0
ZCTA5 24846,154,0,0,0,0
ZCTA5 24847,195,0,0,0,0
ZCTA5 24848,177,8,0,0,0
ZCTA5 24849,271,0,0,0,0
ZCTA5 24850,724,0,0,0,0
ZCTA5 24851,288,0,0,0,0
ZCTA5 24853,389,28,3,18,4
ZCTA5 24854,181,0,11,0,0
ZCTA5 24857,667,33,76,0,0
ZCTA5 24860,354,15,15,0,0
ZCTA5 24861,178,8,0,11,0
ZCTA5 24862,336,0,0,0,0
ZCTA5 24866,168,0,0,0,0
ZCTA5 24867,267,7,0,0,0
ZCTA5 24868,878,43,21,0,0
ZCTA5 24869,220,13,7,0,0
ZCTA5 24870,1910,92,75,0,0
ZCTA5 24871,205,0,8,0,0
ZCTA5 24872,477,9,0,0,0
ZCTA5 24873,250,45,0,0,13
ZCTA5 24874,2043,96,76,47,0
ZCTA5 24878,410,0,0,0,0
ZCTA5 24879,412,7,0,0,0
ZCTA5 24880,212,0,0,0,0
ZCTA5 24881,256,0,10,0,0
ZCTA5 24882,379,0,0,0,0
ZCTA5 24884,281,7,0,0,0
ZCTA5 24887,15,0,0,0,0
ZCTA5 24888,86,14,0,0,0
ZCTA5 24892,1077,8,22,0,0
ZCTA5 24894,272,6,3,0,0
ZCTA5 24898,109,0,0,0,0
ZCTA5 24901,6655,1413,591,301,135
ZCTA5 24910,4187,286,163,30,8
ZCTA5 24915,447,65,45,0,0
ZCTA5 24916,504,0,0,0,0
ZCTA5 24918,1095,105,79,0,0
ZCTA5 24920,275,15,0,0,2
ZCTA5 24924,253,9,0,0,0
ZCTA5 24925,494,51,11,9,0
ZCTA5 24927,163,7,0,0,6
ZCTA5 24931,944,56,60,41,0
ZCTA5 24934,335,9,35,0,12
ZCTA5 24935,481,54,23,0,0
ZCTA5 24938,1263,114,82,0,0
ZCTA5 24941,1002,29,28,0,5
ZCTA5 24944,329,52,39,0,0
ZCTA5 24945,279,9,26,0,12
ZCTA5 24946,1296,167,98,11,31
ZCTA5 24951,1112,130,81,0,0
ZCTA5 24954,2813,204,119,13,9
ZCTA5 24957,250,70,25,0,0
ZCTA5 24962,66,0,0,0,0
ZCTA5 24963,2977,320,49,14,31
ZCTA5 24966,1106,86,44,0,10
ZCTA5 24970,3121,308,102,19,2
ZCTA5 24974,179,0,0,0,9
ZCTA5 24976,717,44,76,24,0
ZCTA5 24977,420,69,17,0,0
ZCTA5 24981,570,97,54,0,12
ZCTA5 24983,1724,130,32,0,0
ZCTA5 24984,219,15,0,0,0
ZCTA5 24986,4151,144,45,20,12
ZCTA5 24991,503,113,34,0,0
ZCTA5 25002,13,0,0,0,0
ZCTA5 25003,2176,217,48,13,0
ZCTA5 25005,126,0,0,0,0
ZCTA5 25007,449,25,23,0,0
ZCTA5 25008,86,0,0,0,0
ZCTA5 25009,862,35,9,0,0
ZCTA5 25011,847,102,21,0,0
ZCTA5 25015,3181,219,81,3,0
ZCTA5 25019,311,0,0,0,0
ZCTA5 25021,220,0,0,11,0
ZCTA5 25022,114,0,0,0,0
ZCTA5 25024,507,16,14,0,16
ZCTA5 25025,97,13,13,0,0
ZCTA5 25028,290,46,0,0,0
ZCTA5 25030,223,0,0,0,0
ZCTA5 25031,621,8,16,15,0
ZCTA5 25033,1235,71,25,0,0
ZCTA5 25035,886,38,0,0,0
ZCTA5 25036,564,9,0,0,0
ZCTA5 25039,676,39,10,0,0
ZCTA5 25040,361,8,0,0,0
ZCTA5 25043,1240,94,44,0,0
ZCTA5 25044,187,0,0,0,0
ZCTA5 25045,3832,330,132,10,6
ZCTA5 25047,178,0,0,0,0
ZCTA5 25048,28,0,0,0,0
ZCTA5 25049,315,17,5,0,0
ZCTA5 25051,175,0,0,0,0
ZCTA5 25053,2965,147,84,0,0
ZCTA5 25054,181,0,0,0,0
ZCTA5 25057,221,0,0,0,0
ZCTA5 25059,361,32,5,0,0
ZCTA5 25060,352,12,12,0,0
ZCTA5 25061,585,66,0,0,0
ZCTA5 25062,99,0,0,0,0
ZCTA5 25063,1315,81,22,23,0
ZCTA5 25064,7011,891,517,70,90
ZCTA5 25067,675,79,20,0,0
ZCTA5 25070,1304,198,28,12,16
ZCTA5 25071,8922,1020,427,117,172
ZCTA5 25075,365,15,0,37,0
ZCTA5 25076,219,0,0,0,0
ZCTA5 25081,846,39,0,0,13
ZCTA5 25082,991,177,101,0,0
ZCTA5 25083,488,57,0,0,0
ZCTA5 25085,635,63,6,0,0
ZCTA5 25086,593,52,16,2,0
ZCTA5 25088,110,0,0,0,0
ZCTA5 25090,123,0,0,0,0
ZCTA5 25093,66,0,0,0,0
ZCTA5 25102,176,8,6,0,0
ZCTA5 25103,87,0,0,0,0
ZCTA5 25106,353,47,2,14,0
ZCTA5 25107,299,0,0,0,0
ZCTA5 25108,477,0,37,0,0
ZCTA5 25109,360,67,0,0,0
ZCTA5 25110,280,0,0,0,0
ZCTA5 25111,481,0,0,4,0
ZCTA5 25112,0,0,0,0,0
ZCTA5 25113,630,10,27,12,0
ZCTA5 25114,478,22,0,0,0
ZCTA5 25115,125,0,0,0,0
ZCTA5 25118,597,12,0,0,0
ZCTA5 25119,246,0,0,8,0
ZCTA5 25121,548,0,0,0,0
ZCTA5 25123,2531,285,24,21,0
ZCTA5 25124,1012,33,101,0,0
ZCTA5 25125,490,0,29,0,0
ZCTA5 25126,44,0,0,0,0
ZCTA5 25130,2495,190,186,38,10
ZCTA5 25132,98,0,0,0,0
ZCTA5 25133,599,33,49,0,0
ZCTA5 25134,364,0,0,0,0
ZCTA5 25136,1062,166,76,14,21
ZCTA5 25139,257,52,8,0,0
ZCTA5 25140,767,27,0,0,0
ZCTA5 25141,137,11,0,0,0
ZCTA5 25142,258,52,0,0,0
ZCTA5 25143,5770,631,461,48,2
ZCTA5 25148,259,6,0,0,0
ZCTA5 25149,146,0,0,0,0
ZCTA5 25152,272,9,0,0,0
ZCTA5 25154,523,10,44,0,0
ZCTA5 25156,94,0,0,0,0
ZCTA5 25159,3830,570,186,10,0
ZCTA5 25160,110,0,0,0,0
ZCTA5 25161,235,0,0,0,0
ZCTA5 25162,355,43,50,0,0
ZCTA5 25164,945,40,17,0,0
ZCTA5 25165,364,11,35,0,0
ZCTA5 25168,1628,124,38,0,0
ZCTA5 25169,418,34,9,0,0
ZCTA5 25173,225,0,0,0,0
ZCTA5 25174,273,7,8,0,7
ZCTA5 25177,17662,2066,937,131,45
ZCTA5 25180,65,0,0,0,0
ZCTA5 25181,1013,91,6,0,0
ZCTA5 25183,0,0,0,0,0
ZCTA5 25185,944,17,0,5,0
ZCTA5 25186,706,33,19,0,0
ZCTA5 25187,726,15,18,0,0
ZCTA5 25193,220,7,6,0,0
ZCTA5 25201,12,0,0,0,0
ZCTA5 25202,749,126,31,0,6
ZCTA5 25203,63,7,0,0,0
ZCTA5 25204,113,7,0,0,0
ZCTA5 25205,455,37,23,0,0
ZCTA5 25206,280,0,13,0,0
ZCTA5 25208,679,17,0,0,0
ZCTA5 25209,848,17,21,0,0
ZCTA5 25211,73,0,0,0,0
ZCTA5 25213,4225,765,328,36,9
ZCTA5 25214,313,0,12,0,0
ZCTA5 25234,1137,68,0,9,0
ZCTA5 25235,536,46,42,0,0
ZCTA5 25239,1361,186,22,9,0
ZCTA5 25241,1112,179,64,0,29
ZCTA5 25243,500,11,0,0,0
ZCTA5 25244,437,22,0,0,0
ZCTA5 25245,446,0,34,0,0
ZCTA5 25247,390,12,2,0,0
ZCTA5 25248,2117,276,18,30,74
ZCTA5 25251,333,3,0,0,0
ZCTA5 25252,941,132,22,0,0
ZCTA5 25253,1496,129,22,13,0
ZCTA5 25259,389,26,10,0,0
ZCTA5 25260,1227,69,22,0,0
ZCTA5 25261,273,0,9,0,0
ZCTA5 25262,817,110,0,0,0
ZCTA5 25264,202,0,0,0,0
ZCTA5 25265,1085,107,23,0,2
ZCTA5 25266,668,81,8,0,0
ZCTA5 25267,557,31,44,0,7
ZCTA5 25268,555,94,0,0,0
ZCTA5 25270,684,91,2,0,0
ZCTA5 25271,6583,833,397,55,18
ZCTA5 25275,1456,67,58,0,0
ZCTA5 25276,5439,518,191,17,46
ZCTA5 25285,453,66,58,8,0
ZCTA5 25286,1261,23,13,0,6
ZCTA5 25287,1089,68,8,0,0
ZCTA5 25301,2021,348,194,71,67
ZCTA5 25302,10674,1636,1076,260,50
ZCTA5 25303,5004,1417,589,94,52
ZCTA5 25304,6265,1364,680,509,184
ZCTA5 25305,0,0,0,0,0
ZCTA5 25306,4481,269,98,44,0
ZCTA5 25309,9784,1383,695,296,90
ZCTA5 25311,7567,1082,568,214,162
ZCTA5 25312,10436,964,318,88,27
ZCTA5 25313,8677,1816,748,115,69
ZCTA5 25314,11246,3432,1619,1258,330
ZCTA5 25315,2481,198,24,10,5
ZCTA5 25320,4594,451,179,10,25
ZCTA5 25401,9248,930,521,86,111
ZCTA5 25403,8916,1800,702,87,30
ZCTA5 25404,14730,1762,840,58,168
ZCTA5 25405,9134,1071,493,52,0
ZCTA5 25411,9308,1091,577,83,89
ZCTA5 25413,5873,621,160,40,46
ZCTA5 25414,11941,2705,1059,101,149
ZCTA5 25419,6861,844,517,40,15
ZCTA5 25420,2891,242,127,0,0
ZCTA5 25422,1532,195,40,27,5
ZCTA5 25425,9238,1429,606,98,121
ZCTA5 25427,8722,1024,515,114,141
ZCTA5 25428,7312,937,337,20,15
ZCTA5 25430,5734,818,151,69,32
ZCTA5 25431,217,0,0,12,0
ZCTA5 25432,71,0,0,0,0
ZCTA5 25434,2183,65,20,0,0
ZCTA5 25437,221,0,0,0,0
ZCTA5 25438,4608,618,225,43,29
ZCTA5 25442,1098,205,132,25,0
ZCTA5 25443,4500,1006,719,72,173
ZCTA5 25444,180,0,16,0,0
ZCTA5 25446,1067,160,42,0,0
ZCTA5 25501,912,42,39,0,0
ZCTA5 25502,1051,42,6,0,0
ZCTA5 25503,475,11,0,0,0
ZCTA5 25504,9059,1393,506,269,113
ZCTA5 25505,392,31,0,0,0
ZCTA5 25506,3170,88,46,19,0
ZCTA5 25507,660,90,56,16,4
ZCTA5 25508,6984,472,189,20,8
ZCTA5 25510,3686,498,281,81,45
ZCTA5 25511,639,12,0,0,0
ZCTA5 25512,794,22,6,0,0
ZCTA5 25514,2476,89,68,0,0
ZCTA5 25515,1744,122,32,0,0
ZCTA5 25517,1662,7,28,0,0
ZCTA5 25520,928,13,0,0,0
ZCTA5 25521,483,0,0,0,0
ZCTA5 25523,2182,258,146,61,12
ZCTA5 25524,2492,78,73,25,0
ZCTA5 25526,15887,2409,1573,387,138
ZCTA5 25529,840,77,0,0,0
ZCTA5 25530,3745,291,93,0,0
ZCTA5 25534,150,0,0,0,0
ZCTA5 25535,2115,308,110,54,0
ZCTA5 25537,1226,35,124,0,0
ZCTA5 25540,188,0,0,0,0
ZCTA5 25541,6156,666,377,80,79
ZCTA5 25545,3703,439,219,22,76
ZCTA5 25547,760,38,0,0,0
ZCTA5 25550,6345,545,197,24,0
ZCTA5 25555,1514,68,93,7,9
ZCTA5 25557,1131,71,11,19,0
ZCTA5 25559,1443,113,68,0,0
ZCTA5 25560,5737,1067,679,96,122
ZCTA5 25564,1145,29,22,0,0
ZCTA5 25565,447,14,0,0,0
ZCTA5 25567,707,35,19,55,0
ZCTA5 25570,4430,267,103,16,7
ZCTA5 25571,1303,94,14,0,0
ZCTA5 25573,735,0,30,0,0
ZCTA5 25601,3654,285,102,45,11
ZCTA5 25606,651,48,20,0,0
ZCTA5 25607,616,4,7,0,0
ZCTA5 25608,839,21,19,0,0
ZCTA5 25611,745,17,0,0,0
ZCTA5 25617,534,76,25,0,0
ZCTA5 25621,1451,89,65,0,0
ZCTA5 25624,228,0,0,0,0
ZCTA5 25625,1054,77,15,0,0
ZCTA5 25628,399,27,0,0,0
ZCTA5 25630,595,0,0,0,0
ZCTA5 25632,436,0,0,0,0
ZCTA5 25634,554,25,18,0,0
ZCTA5 25635,965,63,30,12,4
ZCTA5 25637,613,10,14,0,0
ZCTA5 25638,883,72,0,0,0
ZCTA5 25639,412,0,0,0,0
ZCTA5 25644,263,0,0,0,0
ZCTA5 25646,685,55,27,11,0
ZCTA5 25647,796,50,24,0,0
ZCTA5 25649,1132,65,49,0,0
ZCTA5 25650,319,26,0,0,0
ZCTA5 25651,455,13,10,0,0
ZCTA5 25652,856,14,0,0,0
ZCTA5 25653,375,12,37,0,0
ZCTA5 25654,224,5,0,0,0
ZCTA5 25661,4614,369,261,144,46
ZCTA5 25666,518,41,0,0,0
ZCTA5 25669,622,0,14,0,0
ZCTA5 25670,4141,170,98,0,25
ZCTA5 25671,869,61,13,0,0
ZCTA5 25672,279,0,28,0,0
ZCTA5 25674,2000,33,100,0,0
ZCTA5 25676,771,8,21,0,0
ZCTA5 25678,1091,84,10,0,0
ZCTA5 25688,350,0,27,14,0
ZCTA5 25690,197,12,0,0,0
ZCTA5 25692,755,53,24,0,0
ZCTA5 25696,56,0,8,0,0
ZCTA5 25699,91,0,0,0,0
ZCTA5 25701,16288,2915,1950,669,403
ZCTA5 25702,5434,637,312,11,7
ZCTA5 25703,2215,311,76,44,6
ZCTA5 25704,11477,1125,537,112,34
ZCTA5 25705,14556,2728,1504,477,285
ZCTA5 25801,24670,3525,1334,303,134
ZCTA5 25810,245,0,0,0,0
ZCTA5 25811,139,0,0,0,0
ZCTA5 25812,1364,174,47,15,5
ZCTA5 25813,6056,697,233,51,28
ZCTA5 25817,468,31,0,0,0
ZCTA5 25818,266,70,13,0,0
ZCTA5 25820,354,6,6,0,0
ZCTA5 25823,1702,95,0,0,0
ZCTA5 25825,1862,200,67,59,0
ZCTA5 25826,119,15,0,0,0
ZCTA5 25827,1920,173,148,0,0
ZCTA5 25831,1021,15,14,0,0
ZCTA5 25832,3259,515,406,107,63
ZCTA5 25836,454,21,0,0,0
ZCTA5 25837,170,0,0,0,0
ZCTA5 25839,366,20,0,0,0
ZCTA5 25840,5855,941,358,70,14
ZCTA5 25841,493,45,11,0,0
ZCTA5 25843,572,171,14,0,0
ZCTA5 25844,950,82,26,0,0
ZCTA5 25845,611,47,0,0,0
ZCTA5 25846,289,13,0,0,0
ZCTA5 25848,316,22,5,0,0
ZCTA5 25849,408,72,40,0,0
ZCTA5 25853,114,0,0,0,0
ZCTA5 25854,931,71,24,0,0
ZCTA5 25855,200,20,0,0,0
ZCTA5 25857,140,0,0,0,0
ZCTA5 25862,151,14,14,13,0
ZCTA5 25864,219,12,0,0,0
ZCTA5 25865,880,143,13,0,0
ZCTA5 25868,224,25,0,0,0
ZCTA5 25870,55,0,0,0,0
ZCTA5 25871,391,0,24,0,0
ZCTA5 25873,451,26,34,0,0
ZCTA5 25875,375,61,0,0,0
ZCTA5 25876,85,0,24,8,0
ZCTA5 25878,656,41,23,0,0
ZCTA5 25879,522,26,0,0,0
ZCTA5 25880,4186,340,55,2,37
ZCTA5 25882,1797,271,102,0,3
ZCTA5 25901,8289,794,320,34,8
ZCTA5 25902,97,0,0,0,0
ZCTA5 25904,252,20,31,0,0
ZCTA5 25906,234,59,0,9,0
ZCTA5 25907,39,12,0,0,0
ZCTA5 25908,35,0,0,0,0
ZCTA5 25911,14,0,0,0,0
ZCTA5 25913,162,0,0,0,0
ZCTA5 25915,201,5,1,0,0
ZCTA5 25916,150,0,0,0,0
ZCTA5 25917,1432,43,0,0,0
ZCTA5 25918,2920,281,171,44,0
ZCTA5 25920,253,31,15,0,0
ZCTA5 25921,1343,66,46,0,0
ZCTA5 25922,213,34,8,0,0
ZCTA5 25928,329,0,16,0,0
ZCTA5 25932,60,0,0,0,0
ZCTA5 25936,55,2,2,0,0
ZCTA5 25938,888,56,0,12,0
ZCTA5 25942,209,0,0,0,0
ZCTA5 25951,4552,414,217,28,29
ZCTA5 25958,572,26,16,0,0
ZCTA5 25962,2723,203,107,5,0
ZCTA5 25969,680,92,40,0,0
ZCTA5 25971,746,196,136,0,0
ZCTA5 25972,172,13,0,0,0
ZCTA5 25976,1817,103,66,22,25
ZCTA5 25977,88,0,0,0,0
ZCTA5 25978,447,18,21,0,0
ZCTA5 25979,572,30,21,10,0
ZCTA5 25981,507,4,1,0,0
ZCTA5 25984,1236,98,36,0,0
ZCTA5 25985,267,17,0,0,0
ZCTA5 25989,412,78,22,0,0
ZCTA5 26003,30338,5845,2271,771,308
ZCTA5 26030,430,31,2,2,0
ZCTA5 26031,1211,69,33,0,0
ZCTA5 26032,295,53,41,4,41
ZCTA5 26033,2220,305,57,0,0
ZCTA5 26034,3657,233,69,13,0
ZCTA5 26035,1824,191,76,31,0
ZCTA5 26036,425,62,33,0,0
ZCTA5 26037,5041,525,269,37,0
ZCTA5 26038,2151,375,273,65,21
ZCTA5 26039,637,50,12,0,29
ZCTA5 26040,1343,102,29,6,0
ZCTA5 26041,11337,1112,314,65,46
ZCTA5 26047,4366,465,367,6,7
ZCTA5 26050,1095,80,0,0,0
ZCTA5 26055,1461,52,15,0,0
ZCTA5 26056,155,24,0,0,0
ZCTA5 26059,1718,245,177,21,16
ZCTA5 26060,1412,174,49,0,0
ZCTA5 26062,15779,2339,716,223,61
ZCTA5 26070,5947,633,398,42,17
ZCTA5 26074,332,54,39,0,3
ZCTA5 26075,334,37,0,0,0
ZCTA5 26101,20718,1936,667,99,69
ZCTA5 26104,12142,1725,779,224,75
ZCTA5 26105,8568,1577,486,236,143
